None,None,None,http://www.bbc.com/news/science-environment-40294795,None
None,None,None,http://www.bbc.com/news/av/world-us-canada-40307212/is-trump-really-cancelling-obama-s-cuba-policy,None
None,None,None,http://www.bbc.com/sport/rugby-union/40314292,None
None,None,None,http://www.bbc.com/news/world-asia-40290371,None
None,None,None,http://www.bbc.com/sport/football/40311889,None
None,None,None,http://www.bbc.com/sport/live/golf/38518848,None
None,None,None,http://www.bbc.com/sport/tennis/40312837,None
None,None,None,http://www.bbc.com/news/av/world-us-canada-40307207/my-25-year-project-to-photograph-the-world-s-animals,None
None,None,None,http://www.bbc.com/news/world_radio_and_tv,None
None,None,None,http://www.bbc.com/sport/rugby-league/40315183,None
None,None,None,http://www.bbc.com/capital/story/20170612-why-you-should-manage-your-energy-not-your-time,None
None,None,None,http://www.bbc.com/news/av/world-asia-40313811/new-zealanders-attempt-world-s-largest-haka-in-rotorua,None
None,None,None,http://www.bbc.com/earth/story/20170615-two-headed-porpoise-caught-in-net-is-the-first-ever-found,None
None,None,None,http://www.bbc.com/news/world-africa-40012435,None
None,None,None,http://www.bbc.com/news/uk-politics-40302745,None
None,None,None,http://www.bbc.com/future/story/20170612-what-you-can-learn-from-einsteins-quirky-habits,None
None,None,None,http://www.bbc.com/news/world-africa-40307970,None
None,None,None,http://www.bbc.com/future/story/20170612-the-consequences-if-the-world-decided-to-go-meat-free,None
None,None,None,http://www.bbc.com/news/uk-england-40290158,None
None,None,None,http://www.bbc.com/culture/story/20170522-the-worlds-most-beautiful-house,None
None,None,None,http://www.bbc.com/sport/swimming/40311827,None
None,None,None,http://www.bbc.com/sport/rugby-union/40299129,None
None,None,None,http://www.bbc.com/travel/story/20170609-why-the-eccles-cake-comes-with-a-warning,None
None,None,None,http://www.bbc.com/news/world-asia-40313334,None
None,None,None,http://www.bbc.co.uk/newsbeat/article/40271803/meet-the-under-30s-whove-just-got-an-mbe-from-the-queen,None
None,None,None,http://www.bbc.com/news/uk-40305796,None
None,None,None,http://www.bbc.com/news/world-middle-east-40311882,None
None,None,None,http://www.bbc.com/news/world-asia-40314612,None
None,None,None,http://www.bbc.com/news/world-us-canada-40311159,None
None,None,None,http://www.bbc.com/news/uk-40301289,None
None,None,None,http://www.bbc.com/news/world-us-canada-40310263,None
None,None,None,http://www.bbc.com/news/world-us-canada-40314641,None
None,None,None,http://www.bbc.com/news/world-middle-east-40313267,None
None,None,None,http://www.bbc.com/news/uk-40311749,None
None,None,None,http://www.bbc.com/news/world-asia-40314128,None
None,None,None,http://www.bbc.com/news/av/world-us-canada-40314938/bill-cosby-trial-prosecutor-to-ask-for-retrial,None
None,None,None,http://www.bbc.com/news/world-us-canada-40312458,None
None,None,None,http://www.bbc.com/news/av/world-us-canada-40307211/how-text-messages-led-to-a-suicide,None
None,None,None,http://www.bbc.com/news/av/uk-40314881/grenfell-tower-police-update-on-fire-deaths,None
None,None,None,http://www.bbc.com/news/av/uk-40306526/london-fire-people-rehoused-within-three-weeks,None
None,None,None,http://www.bbc.com/sport/live/rugby-union/39900479,None
content,link,title,published_date,author
None,http://www.bbc.com/news/uk-40315194,None,None,None
None,http://www.bbc.com/earth/story/20170615-two-headed-porpoise-caught-in-net-is-the-first-ever-found,None,None,None
None,http://www.bbc.com/capital/story/20170614-the-new-subtle-ways-the-rich-signal-their-wealth,None,None,None
None,http://www.bbc.com/culture/story/20170522-the-worlds-most-beautiful-house,None,None,None
None,http://www.bbc.com/future/story/20170612-what-you-can-learn-from-einsteins-quirky-habits,None,None,None
None,http://www.bbc.com/travel/story/20170609-why-the-eccles-cake-comes-with-a-warning,None,None,None
None,http://www.bbc.com/news/science-environment-40294795,None,None,None
None,http://www.bbc.com/news/blogs-trending-40278684,None,None,None
None,http://www.bbc.com/future/story/20170612-the-consequences-if-the-world-decided-to-go-meat-free,None,None,None
None,http://www.bbc.com/news/blogs-trending-40307397,None,None,None
None,http://www.bbc.com/sport/cricket/40272091,None,None,None
None,http://www.bbc.com/news/world-asia-india-40284980,None,None,None
None,http://www.bbc.com/news/in-pictures-40311880,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40307212/is-trump-really-cancelling-obama-s-cuba-policy,None,None,None
None,http://www.bbc.com/sport/football/40311889,None,None,None
None,http://www.bbc.com/news/world-australia-39866485,None,None,None
None,http://www.bbc.com/news/world-us-canada-40308028,None,None,None
None,http://www.bbc.com/sport/tennis/40312837,None,None,None
None,http://www.bbc.com/news/world_radio_and_tv,None,None,None
None,http://www.bbc.com/capital/story/20170612-why-you-should-manage-your-energy-not-your-time,None,None,None
None,http://www.bbc.com/sport/rugby-union/40314292,None,None,None
None,http://www.bbc.com/news/world-asia-40290371,None,None,None
None,http://www.bbc.com/news/uk-england-40290158,None,None,None
None,http://www.bbc.com/news/uk-40305796,None,None,None
None,http://www.bbc.com/news/world-africa-40307970,None,None,None
None,http://www.bbc.com/sport/swimming/40311827,None,None,None
None,http://www.bbc.com/news/uk-40301289,None,None,None
None,http://www.bbc.com/news/world-africa-40012435,None,None,None
None,http://www.bbc.com/news/world-middle-east-40311882,None,None,None
None,http://www.bbc.com/sport/rugby-union/40299129,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40307207/my-25-year-project-to-photograph-the-world-s-animals,None,None,None
None,http://www.bbc.co.uk/newsbeat/article/40271803/meet-the-under-30s-whove-just-got-an-mbe-from-the-queen,None,None,None
None,http://www.bbc.com/news/world-middle-east-40313267,None,None,None
None,http://www.bbc.com/news/av/world-asia-40313811/new-zealanders-attempt-world-s-largest-haka-in-rotorua,None,None,None
None,http://www.bbc.com/news/uk-politics-40302745,None,None,None
None,http://www.bbc.com/news/world-us-canada-40311159,None,None,None
None,http://www.bbc.com/sport/rugby-league/40315183,None,None,None
None,http://www.bbc.com/news/world-us-canada-40310263,None,None,None
None,http://www.bbc.com/news/world-asia-40313334,None,None,None
None,http://www.bbc.com/news/world-us-canada-40312458,None,None,None
None,http://www.bbc.com/news/world-asia-40314612,None,None,None
None,http://www.bbc.com/news/uk-40311749,None,None,None
None,http://www.bbc.com/news/world-asia-40314128,None,None,None
None,http://www.bbc.com/sport/live/golf/38518848,None,None,None
None,http://www.bbc.com/news/world-us-canada-40314641,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40307211/how-text-messages-led-to-a-suicide,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40314938/bill-cosby-trial-prosecutor-to-ask-for-retrial,None,None,None
None,http://www.bbc.com/news/av/uk-40314881/grenfell-tower-police-update-on-fire-deaths,None,None,None
None,http://www.bbc.com/news/av/uk-40306526/london-fire-people-rehoused-within-three-weeks,None,None,None
None,http://www.bbc.com/sport/live/rugby-union/39900479,None,None,None
author,link,title,content,published_date
None,http://www.bbc.com/news/uk-40315194,None,None,None
None,http://www.bbc.com/news/world-asia-india-40284980,None,None,None
None,http://www.bbc.com/news/world-us-canada-40308028,None,None,None
None,http://www.bbc.com/news/world-asia-40290371,None,None,None
None,http://www.bbc.com/news/science-environment-40294795,None,None,None
None,http://www.bbc.com/news/world-australia-39866485,None,None,None
None,http://www.bbc.com/news/uk-politics-40302745,None,None,None
None,http://www.bbc.com/news/uk-40301289,None,None,None
None,http://www.bbc.com/news/world-africa-40012435,None,None,None
None,http://www.bbc.com/news/world-middle-east-40311882,None,None,None
None,http://www.bbc.com/news/world-africa-40307970,None,None,None
None,http://www.bbc.com/news/world-asia-40313334,None,None,None
None,http://www.bbc.com/news/world-asia-40314612,None,None,None
None,http://www.bbc.com/news/world-us-canada-40310263,None,None,None
None,http://www.bbc.com/news/world-us-canada-40312458,None,None,None
None,http://www.bbc.com/news/uk-40305796,None,None,None
None,http://www.bbc.com/news/world-asia-40314128,None,None,None
None,http://www.bbc.com/news/world-us-canada-40311159,None,None,None
None,http://www.bbc.com/news/uk-england-40290158,None,None,None
None,http://www.bbc.com/news/world-us-canada-40314641,None,None,None
None,http://www.bbc.com/news/uk-40311749,None,None,None
None,http://www.bbc.com/news/world-middle-east-40313267,None,None,None
author,link,published_date,title,content
None,http://www.bbc.com/news/uk-40315194,None,None,None
None,http://www.bbc.com/news/science-environment-40294795,None,None,None
None,http://www.bbc.com/news/world-asia-40290371,None,None,None
None,http://www.bbc.com/news/world-us-canada-40308028,None,None,None
None,http://www.bbc.com/news/world-australia-39866485,None,None,None
None,http://www.bbc.com/news/world-africa-40012435,None,None,None
None,http://www.bbc.com/news/world-africa-40307970,None,None,None
None,http://www.bbc.com/news/uk-politics-40302745,None,None,None
None,http://www.bbc.com/news/uk-england-40290158,None,None,None
None,http://www.bbc.com/news/uk-40305796,None,None,None
None,http://www.bbc.com/news/uk-40301289,None,None,None
None,http://www.bbc.com/news/world-asia-40313334,None,None,None
None,http://www.bbc.com/news/world-us-canada-40310263,None,None,None
None,http://www.bbc.com/news/world-middle-east-40313267,None,None,None
None,http://www.bbc.com/news/world-us-canada-40311159,None,None,None
None,http://www.bbc.com/news/world-middle-east-40311882,None,None,None
None,http://www.bbc.com/news/uk-40311749,None,None,None
None,http://www.bbc.com/news/world-us-canada-40314641,None,None,None
None,http://www.bbc.com/news/world-us-canada-40312458,None,None,None
None,http://www.bbc.com/news/world-asia-40314128,None,None,None
None,http://www.bbc.com/news/world-asia-40314612,None,None,None
published_date,link,title,author,content
None,http://www.bbc.com/news/uk-40315194,None,None,None
None,http://www.bbc.com/news/world-australia-39866485,None,None,None
None,http://www.bbc.com/news/world-us-canada-40308028,None,None,None
None,http://www.bbc.com/news/world-asia-40290371,None,None,None
None,http://www.bbc.com/news/blogs-trending-40307397,None,None,None
None,http://www.bbc.com/news/world-asia-india-40284980,None,None,None
None,http://www.bbc.com/news/blogs-trending-40278684,None,None,None
None,http://www.bbc.com/news/in-pictures-40311880,None,None,None
None,http://www.bbc.com/news/uk-40305796,None,None,None
None,http://www.bbc.com/news/world-middle-east-40311882,None,None,None
None,http://www.bbc.com/news/world-us-canada-40310263,None,None,None
None,http://www.bbc.com/news/world-africa-40012435,None,None,None
None,http://www.bbc.com/news/world-asia-40313334,None,None,None
None,http://www.bbc.com/news/uk-england-40290158,None,None,None
None,http://www.bbc.com/news/world-africa-40307970,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40307212/is-trump-really-cancelling-obama-s-cuba-policy,None,None,None
None,http://www.bbc.com/news/world-us-canada-40311159,None,None,None
None,http://www.bbc.com/news/world-us-canada-40312458,None,None,None
None,http://www.bbc.com/news/world-asia-40314612,None,None,None
None,http://www.bbc.com/news/uk-40301289,None,None,None
None,http://www.bbc.com/news/av/world-asia-40313811/new-zealanders-attempt-world-s-largest-haka-in-rotorua,None,None,None
None,http://www.bbc.com/news/uk-40311749,None,None,None
None,http://www.bbc.com/news/world-middle-east-40313267,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40307207/my-25-year-project-to-photograph-the-world-s-animals,None,None,None
None,http://www.bbc.com/news/world-asia-40314128,None,None,None
None,http://www.bbc.com/news/uk-politics-40302745,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40314938/bill-cosby-trial-prosecutor-to-ask-for-retrial,None,None,None
None,http://www.bbc.com/news/world-us-canada-40314641,None,None,None
None,http://www.bbc.com/news/science-environment-40294795,None,None,None
None,http://www.bbc.com/news/av/uk-40314881/grenfell-tower-police-update-on-fire-deaths,None,None,None
None,http://www.bbc.com/news/av/world-us-canada-40307211/how-text-messages-led-to-a-suicide,None,None,None
None,http://www.bbc.com/news/av/uk-40312939/london-fire-queen-holds-minute-s-silence-for-victims,None,None,None
link,published_date,author,content,title
http://www.bbc.com/news/science-environment-40294795,None,None,None,None
http://www.bbc.com/news/blogs-trending-40278684,None,None,None,None
http://www.bbc.com/news/world-australia-39866485,None,None,None,None
http://www.bbc.com/news/world-asia-40290371,None,None,None,None
http://www.bbc.com/news/world-us-canada-40308028,None,None,None,None
http://www.bbc.com/news/world-africa-40012435,None,None,None,None
http://www.bbc.com/news/world-africa-40307970,None,None,None,None
http://www.bbc.com/news/blogs-trending-40307397,None,None,None,None
http://www.bbc.com/news/uk-40315194,None,None,None,None
http://www.bbc.com/news/in-pictures-40311880,None,None,None,None
http://www.bbc.com/news/world-asia-india-40284980,None,None,None,None
http://www.bbc.com/news/world-asia-40313334,None,None,None,None
http://www.bbc.com/news/uk-politics-40302745,None,None,None,None
http://www.bbc.com/news/uk-england-40290158,None,None,None,None
http://www.bbc.com/news/world-middle-east-40311882,None,None,None,None
http://www.bbc.com/news/uk-40305796,None,None,None,None
http://www.bbc.com/news/av/world-us-canada-40307212/is-trump-really-cancelling-obama-s-cuba-policy,None,None,None,None
http://www.bbc.com/news/world-us-canada-40311159,None,None,None,None
http://www.bbc.com/news/world-middle-east-40313267,None,None,None,None
http://www.bbc.com/news/world-us-canada-40310263,None,None,None,None
http://www.bbc.com/news/world-asia-40314128,None,None,None,None
http://www.bbc.com/news/av/world-asia-40313811/new-zealanders-attempt-world-s-largest-haka-in-rotorua,None,None,None,None
http://www.bbc.com/news/av/world-us-canada-40307207/my-25-year-project-to-photograph-the-world-s-animals,None,None,None,None
http://www.bbc.com/news/uk-40311749,None,None,None,None
http://www.bbc.com/news/world-us-canada-40314641,None,None,None,None
http://www.bbc.com/news/uk-40301289,None,None,None,None
http://www.bbc.com/news/world-asia-40314612,None,None,None,None
http://www.bbc.com/news/world-us-canada-40312458,None,None,None,None
